name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
atlanta,2016-12-10,48.4,25.5,35.5,48.4,21.3,34.1,17,49.9,0,0,0,,0,0,,6.9,176.1,1032.5,4,9.9,154,13.3,6,,2016-12-10T07:31:57,2016-12-10T17:29:17,0.41,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-11,48.9,29.6,38.4,45.3,25.4,35.1,24.3,57.4,0,0,0,,0,0,,8.6,75,1027.7,55.4,9.9,80.6,7,3,,2016-12-11T07:32:41,2016-12-11T17:29:30,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-12,62.7,41.7,51.6,62.7,36.5,50.8,44.3,76.7,0,0,0,,0,0,,9.2,199.5,1018.7,84.2,9.2,66.6,5.6,3,,2016-12-12T07:33:23,2016-12-12T17:29:44,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-13,52,46.3,50.2,52,46.3,50.1,48.4,93.7,0.04,100,12.5,rain,0,0,,8,64.5,1017.1,89.5,3.4,70.1,6,3,,2016-12-13T07:34:04,2016-12-13T17:30:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-14,57.1,42.3,48.6,57.1,39.1,46.5,39.6,73.3,0,0,0,,0,0,,11.2,313.5,1018.6,56.9,8.3,113.9,10,5,,2016-12-14T07:34:44,2016-12-14T17:30:19,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-15,42.2,29.5,36.9,36.7,23.3,29.5,17.7,49.9,0,0,0,,0,0,26.1,17,325.9,1024.2,19.6,9.9,149.4,12.9,6,,2016-12-15T07:35:23,2016-12-15T17:30:38,0.52,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-16,46.4,26.9,35.6,41.7,20.8,30,14.2,41.6,0,0,0,,0,0,16.1,11,107.5,1026.2,42,9.9,136.1,11.8,5,,2016-12-16T07:36:00,2016-12-16T17:31:00,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-17,57.1,36.7,45.8,57.1,30.4,43.3,39,77.4,0.01,100,4.17,rain,0,0,,8.7,106.8,1018.8,97.9,8.3,85,7.3,4,,2016-12-17T07:36:36,2016-12-17T17:31:23,0.58,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-18,69.5,33.7,54,69.5,26.1,51.3,49.8,86,0.18,100,41.67,"rain,snow",0,0,38.5,19.3,272.7,1020.3,99.1,9.1,80.7,6.8,3,,2016-12-18T07:37:11,2016-12-18T17:31:48,0.63,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-19,44.3,31.5,37.4,41.2,23.3,31.7,31.6,79.4,0,0,0,,0,0,19.7,10.8,319.4,1032.1,93.2,9.6,95.6,8.2,4,,2016-12-19T07:37:44,2016-12-19T17:32:14,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-20,48.9,35.2,42.2,48.9,35.2,39.6,36.5,80.4,0,0,0,,0,0,,7.8,141.6,1030.6,70.4,8.9,86.5,7.5,4,,2016-12-20T07:38:16,2016-12-20T17:32:43,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-21,61.5,31.9,45.6,61.5,29.6,44.8,29.4,61.2,0,0,0,,0,0,,5.8,265.5,1025.4,32.1,8.2,145.1,12.6,6,,2016-12-21T07:38:47,2016-12-21T17:33:12,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-22,64.6,47.5,54.7,64.6,44.7,54.3,35.2,49,0,0,0,,0,0,24.2,15,293.7,1023.5,49.6,9.9,137.4,12,5,,2016-12-22T07:39:15,2016-12-22T17:33:44,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-23,61.4,39.7,50.6,61.4,36,49.6,30.3,47.2,0,0,0,,0,0,17.2,11.9,92,1027.4,37.7,9.9,142.7,12.5,6,,2016-12-23T07:39:43,2016-12-23T17:34:16,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-24,71.1,47.4,56.8,71.1,46.4,56.6,45.3,66.1,0,0,0,,0,0,,8,152.4,1025.6,61,9.5,124.3,10.7,5,,2016-12-24T07:40:08,2016-12-24T17:34:51,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-25,73.2,48.6,61,73.2,48.6,61,53,76.4,0,0,0,,0,0,,7.6,61.2,1027,49.5,8.8,135.5,11.8,6,,2016-12-25T07:40:33,2016-12-25T17:35:27,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-26,62.4,55.6,58.2,62.4,55.6,58.2,54.4,87.6,0,0,0,,0,0,,9.6,90.6,1029.3,89,6.3,90.3,7.8,4,,2016-12-26T07:40:55,2016-12-26T17:36:04,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-27,71.2,54.9,61.8,71.2,54.9,61.8,57.6,86.9,0,0,0,,0,0,24.2,11.6,192.6,1023.1,83.7,5.8,96,8.1,5,,2016-12-27T07:41:16,2016-12-27T17:36:42,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-28,65,46.1,55.5,65,44.3,55.1,43.5,66.8,0,0,0,,0,0,,7.4,273.9,1020,41,9.9,116.4,10,5,,2016-12-28T07:41:35,2016-12-28T17:37:22,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-29,64.8,44.4,56.1,64.8,36.8,54.9,36.8,54.3,0.73,100,25,rain,0,0,38.4,25.1,285.3,1016.1,47.4,9.2,143.9,12.5,6,,2016-12-29T07:41:53,2016-12-29T17:38:03,0,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-30,50.4,35.8,42.3,50.4,29.6,37.1,16.3,36,0,0,0,,0,0,33.3,15.9,283.1,1023.3,6.6,9.9,155,13.3,6,,2016-12-30T07:42:08,2016-12-30T17:38:46,0.01,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2016-12-31,45.7,31.8,39.6,43.5,31.8,37.6,26.9,61.5,0.09,100,20.83,rain,0,0,,7.8,155.1,1022.3,75.4,9.6,45.5,4,2,,2016-12-31T07:42:22,2016-12-31T17:39:29,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
