name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
atlanta,2017-01-21,62.8,56.4,59.7,62.8,56.4,59.7,57.1,91.4,1.67,100,25,rain,0,0,34.4,22.5,117.8,1006.7,73.7,6,44.5,3.9,2,,2017-01-21T07:40:14,2017-01-21T17:58:02,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-01-22,61.7,50.4,57.2,61.7,50.4,57.2,54.7,91.3,0.64,100,33.33,rain,0,0,37.9,16.2,145.4,996.3,84.2,7.7,96.6,8.3,6,,2017-01-22T07:39:48,2017-01-22T17:59:01,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-01-23,55.2,47.7,51.2,55.2,44.1,49.3,45.6,81.7,0.29,100,20.83,rain,0,0,31.4,22.3,284,995.6,81.3,8.5,82.4,7.1,4,,2017-01-23T07:39:20,2017-01-23T17:59:59,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-01-24,60.4,44.5,50.7,60.4,39.5,47.9,37.9,63.5,0,0,0,,0,0,28.9,15.3,312.1,1009.9,42.4,9.9,172.7,15,7,,2017-01-24T07:38:51,2017-01-24T18:00:58,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-01-25,70.3,38.7,54.2,70.3,38.7,54.2,39.8,62.9,0,0,0,,0,0,24.2,11.9,208.8,1011.3,16.7,9.8,142.7,12.3,6,,2017-01-25T07:38:20,2017-01-25T18:01:57,0.97,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-01-26,62.4,43.1,53.8,62.4,37.8,52.6,36.9,55.6,0.11,100,8.33,rain,0,0,28.9,20.1,282.3,1012.4,39.4,9.8,172.2,14.9,7,,2017-01-26T07:37:47,2017-01-26T18:02:56,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-01-27,46.3,34.1,39.6,39.3,26.4,33.1,25.5,58,0,0,0,,0,0,25.4,17.5,288,1018.1,31.4,9.9,165.6,14.3,7,,2017-01-27T07:37:12,2017-01-27T18:03:55,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219653863,72219503888,KPDK"
atlanta,2017-01-28,52.1,32,41.4,52.1,23.8,36,20.4,46.4,0,0,0,,0,0,23.7,16,267.2,1017.4,26.1,9.9,183,15.8,7,,2017-01-28T07:36:36,2017-01-28T18:04:54,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219653863,72219503888,KPDK"
atlanta,2017-01-29,50.3,32.3,42.2,50.3,25.5,36.6,25.1,51.4,0,0,0,,0,0,31.1,18.3,257.1,1014.5,38.8,9.9,154.9,13.3,6,,2017-01-29T07:35:59,2017-01-29T18:05:53,0.01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72219013874,KATL,72219653863,KPDK"
atlanta,2017-01-30,55.2,32.3,43.7,55.2,24.8,39.9,26.1,51.6,0,0,0,,0,0,24.2,16.3,274.2,1018.9,12.5,9.9,182.3,15.8,7,,2017-01-30T07:35:19,2017-01-30T18:06:52,0.03,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219653863,72219503888,KPDK"
atlanta,2017-01-31,72.2,41.2,54.9,72.2,35.6,52.9,32.8,47.8,0,0,0,,0,0,23.5,14.6,230.5,1017.6,14.8,9.9,176.4,15.3,7,,2017-01-31T07:34:38,2017-01-31T18:07:51,0.07,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-01,69.3,48.7,58.8,69.3,45.9,58.6,43.6,58.4,0,0,0,,0,0,25.3,15.7,237.4,1019,31,9.9,173.5,14.9,7,,2017-02-01T07:33:56,2017-02-01T18:08:50,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-02,68.3,49.6,55.5,68.3,45.3,55.2,46.6,72.4,0.01,100,4.17,rain,0,0,,13,275.2,1021.2,38.8,9.7,147.9,12.7,6,,2017-02-02T07:33:12,2017-02-02T18:09:49,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72219013874,KATL,72219653863,KPDK"
atlanta,2017-02-03,54.7,36.7,47,54.7,28.3,43.2,30.2,55.9,0.03,100,8.33,rain,0,0,26.6,18.3,312.2,1023.2,53.5,9.9,150.4,12.9,6,,2017-02-03T07:32:27,2017-02-03T18:10:47,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72219013874,KATL,72219653863,KPDK"
atlanta,2017-02-04,48.2,30.2,38.8,45.2,22.3,33.5,9.5,30.9,0,0,0,,0,0,21.9,12.8,143.2,1028.4,39.9,9.9,192.3,16.6,7,,2017-02-04T07:31:40,2017-02-04T18:11:46,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72219013874,KATL,72219653863,KPDK"
atlanta,2017-02-05,51.7,35.1,43.9,51.7,33.8,41.8,34.6,72.4,0.08,100,20.83,"rain,snow",0,0,,10.8,190.4,1023.5,81.7,8.9,94.4,8.1,4,,2017-02-05T07:30:52,2017-02-05T18:12:44,0.33,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"72219013874,KATL,72219653863,KPDK"
atlanta,2017-02-06,66.9,44.3,53.8,66.9,41.2,53,48.4,82.7,0,0,0,,0,0,,7.7,241.8,1021.2,58.2,8.7,110.3,9.3,5,,2017-02-06T07:30:02,2017-02-06T18:13:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219653863,72219503888,KPDK"
atlanta,2017-02-07,65.9,50.9,57.3,65.9,50.9,57.3,52.9,85.6,0.55,100,20.83,rain,0,0,25.3,14.5,170,1013.3,64.4,7.6,75.5,6.5,4,,2017-02-07T07:29:11,2017-02-07T18:14:39,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-08,65.7,54.9,59.2,65.7,54.9,59.2,56.6,91.4,0,0,0,,0,0,,10,225.1,1008.3,72.8,6.6,146.6,12.5,7,,2017-02-08T07:28:18,2017-02-08T18:15:36,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-09,64,37.2,45.9,64,31.2,39.9,31.1,57.9,0.21,100,8.33,rain,0,0,36.9,23.5,315.2,1019.3,41.5,9.6,200,17.3,7,,2017-02-09T07:27:25,2017-02-09T18:16:33,0.49,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-10,62.8,30.1,45.7,62.8,26.1,44.2,17.7,36.9,0,0,0,,0,0,16.1,10.7,223.6,1027.9,16.5,9.9,201.9,17.4,7,,2017-02-10T07:26:29,2017-02-10T18:17:30,0.5,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-11,68.7,43.8,57.4,68.7,40.6,56.5,45.8,65.5,0,0,0,,0,0,21.9,12.3,229.6,1022,72.4,9.9,182.6,15.7,7,,2017-02-11T07:25:33,2017-02-11T18:18:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-12,72.2,60.9,66.6,72.2,60.9,66.6,59.6,78.5,0.01,100,4.17,rain,0,0,28.9,16.5,244.9,1018,83.3,9.5,142.5,12.4,5,,2017-02-12T07:24:36,2017-02-12T18:19:23,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-13,64.8,43.7,54,64.8,39,52.8,26.1,36.7,0,0,0,,0,0,26.1,15,323.5,1020.3,12.6,9.9,210.4,18.1,8,,2017-02-13T07:23:37,2017-02-13T18:20:19,0.53,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-14,69.7,35.5,53,69.7,35.5,53,25.4,38.3,0,0,0,,0,0,,7.6,222,1013.9,34.6,9.9,197.5,17,7,,2017-02-14T07:22:37,2017-02-14T18:21:14,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-15,58.5,44.6,52.4,58.5,38.1,50.8,36.5,57.1,0.31,100,16.67,rain,0,0,38,20.6,264.8,1006.3,44.1,9.3,189.3,16.4,7,,2017-02-15T07:21:36,2017-02-15T18:22:09,0.61,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-16,58.1,35.4,46.2,58.1,29.8,43.1,20.8,38.7,0.03,100,4.17,"rain,snow",0,0,20.8,15.9,304,1015.9,5.3,9.9,217,18.7,8,,2017-02-16T07:20:34,2017-02-16T18:23:04,0.65,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-17,68.7,37.7,53,68.7,34.7,52.1,26.8,39.6,0,0,0,,0,0,16.1,11.5,265.7,1016.6,13.6,9.9,214.5,18.7,8,,2017-02-17T07:19:30,2017-02-17T18:23:59,0.69,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-18,60,47.6,52.9,60,47.5,52.8,42.3,67.7,0.09,100,16.67,rain,0,0,,9,124.4,1014.8,62.1,9.4,60.9,5.4,3,,2017-02-18T07:18:26,2017-02-18T18:24:53,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-19,67.3,51.2,58.5,67.3,51.2,58.5,48.7,72.1,0,0,0,,0,0,21.9,14.8,292.9,1017.7,49.8,9.3,202.6,17.4,7,,2017-02-19T07:17:21,2017-02-19T18:25:47,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-20,73.8,44.8,59.1,73.8,44.8,59.1,44.1,61.1,0,0,0,,0,0,,7.6,113.7,1020.7,28.7,9.9,130.7,11.3,5,,2017-02-20T07:16:15,2017-02-20T18:26:40,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-21,68.7,54.3,60.3,68.7,54.3,60.3,51.4,73.3,0.17,100,29.17,rain,0,0,18.3,10.8,92.3,1017.4,58.5,8.8,120.9,10.5,5,,2017-02-21T07:15:07,2017-02-21T18:27:33,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-22,67.6,59.2,62.3,67.6,59.2,62.3,57.7,85.3,0.16,100,25,rain,0,0,18.3,10.8,69.1,1011.6,75,8.3,123,10.5,4,,2017-02-22T07:13:59,2017-02-22T18:28:26,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-23,74.7,53.2,63.2,74.7,53.2,63.2,52.8,72,0,0,0,,0,0,17.2,8.4,87.5,1010.9,25.9,8.9,203.6,17.6,8,,2017-02-23T07:12:50,2017-02-23T18:29:18,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-24,77.9,52.6,65.4,77.9,52.6,65.4,52.4,65.4,0,0,0,,0,0,19.7,11.7,130.5,1010.2,24.5,9.9,217.7,18.8,8,,2017-02-24T07:11:40,2017-02-24T18:30:10,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-25,66.1,46.1,59.4,66.1,41.2,58.8,34.7,45.4,0,0,0,,0,0,31.1,22.8,274.5,1010.9,26.5,9.9,234.1,20.2,8,,2017-02-25T07:10:30,2017-02-25T18:31:02,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-26,61.5,34.8,47.5,61.5,29.2,45.3,19.5,35.5,0,0,0,,0,0,,9.5,253.5,1021.9,4.4,9.8,238,20.5,8,,2017-02-26T07:09:18,2017-02-26T18:31:53,1,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-27,55.6,42.9,49.3,55.6,42,48.8,34.7,59.2,0.06,100,12.5,rain,0,0,25.3,10.8,81.2,1024.8,38.7,9.8,105.1,9.1,5,,2017-02-27T07:08:06,2017-02-27T18:32:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-02-28,70.1,49.5,59.9,70.1,49.1,59.9,52.3,76.5,0,0,0,,0,0,21.9,11.5,113.1,1023.3,56.1,9.8,153.7,13.4,7,,2017-02-28T07:06:53,2017-02-28T18:33:35,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-01,78.3,58.4,67.7,78.3,58.4,67.7,58.6,74.8,0.31,100,12.5,rain,0,0,39.3,18.7,221.6,1015,73.3,9.4,138.7,11.8,6,,2017-03-01T07:05:39,2017-03-01T18:34:25,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-02,59.9,42.3,50.4,59.9,35.4,48,26.3,40.6,0,0,0,,0,0,31.1,19.8,331.6,1022.6,24,9.9,245.3,21,8,,2017-03-02T07:04:25,2017-03-02T18:35:15,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-03,56.5,34.5,46,56.5,33.3,45.1,21.2,41.1,0,0,0,,0,0,29.9,19.5,308,1031.9,4.9,9.9,248.2,21.5,9,,2017-03-03T07:03:10,2017-03-03T18:36:04,0.14,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-04,63.1,32.1,47.1,63.1,32.1,46.3,20,37.7,0,0,0,,0,0,,6.9,96.7,1034.5,12.1,9.9,244.6,21.1,9,,2017-03-04T07:01:54,2017-03-04T18:36:54,0.19,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-05,66.9,37.6,53.9,66.9,37.6,53.8,29.9,43.3,0,0,0,,0,0,,9.4,106.4,1031.2,31.4,9.9,169.1,14.6,6,,2017-03-05T07:00:38,2017-03-05T18:37:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-06,69.6,55.2,62.4,69.6,55.2,62.4,44.1,52.3,0,0,0,,0,0,23.9,14.3,156.5,1027.7,65.4,9.9,218.3,18.8,8,,2017-03-06T06:59:21,2017-03-06T18:38:31,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-07,68.9,55.7,61,68.9,55.7,61,51.5,72.3,0.41,100,25,rain,0,0,34.4,15.9,187.8,1024.1,61.1,9.1,125.3,10.8,5,,2017-03-07T06:58:04,2017-03-07T18:39:20,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-08,68.7,50,59,68.7,47,58.8,35,49,0.07,100,8.33,rain,0,0,26.4,14.6,272.6,1025.2,32.8,9.8,262.2,22.8,9,,2017-03-08T06:56:46,2017-03-08T18:40:08,0.41,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-09,75.3,39,58,75.3,39,57.9,32.4,44.1,0,0,0,,0,0,17.2,9.8,269,1023,8.7,9.9,253.3,21.9,9,,2017-03-09T06:55:28,2017-03-09T18:40:56,0.45,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-10,70.3,49.1,59.6,70.3,45.6,59.5,43.1,57.5,0.33,100,8.33,rain,0,0,40.5,21.3,298.5,1018.6,35,9.7,230.6,20.1,8,,2017-03-10T06:54:10,2017-03-10T18:41:43,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-11,57.7,39,47.3,57.7,34.6,44.8,25.8,45.7,0.07,100,8.33,rain,0,0,,9.3,255.5,1023.7,58.2,9.7,213.5,18.4,8,,2017-03-11T06:52:51,2017-03-11T18:42:31,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-12,44.8,36.7,40.1,41.9,30.8,35.6,35.7,84.7,0.27,100,37.5,rain,0,0,,10.5,180.5,1024.9,81.4,8.4,230.2,19.1,8,,2017-03-12T07:51:31,2017-03-12T19:43:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-13,41.7,35.6,38.7,36.6,27.9,32.6,33.9,83.1,0.03,100,12.5,rain,0,0,17.2,12.3,91.4,1020.5,90.6,8.2,55.1,4.9,2,,2017-03-13T07:50:12,2017-03-13T19:44:05,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-14,43.5,33.3,39.9,36.4,23.5,32.4,32.8,76.4,0.11,100,16.67,rain,0,0,31.6,21,307.9,1015.5,83.1,9.4,193.3,16.7,7,,2017-03-14T07:48:52,2017-03-14T19:44:52,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-15,42.3,28.1,34.1,34.9,16.9,25.4,13.3,44.7,0,0,0,,0,0,30,17.8,317.1,1025,16.4,9.9,275.1,23.7,9,,2017-03-15T07:47:32,2017-03-15T19:45:38,0.54,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
