name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
atlanta,2017-03-16,53.7,25.8,38.8,53.7,19.4,35,11.6,35.4,0,0,0,,0,0,20.8,12.8,310,1028.2,6,9.9,275.7,23.6,9,,2017-03-16T07:46:11,2017-03-16T19:46:24,0.57,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-17,68.2,33.3,49.9,68.2,33.3,49.9,29.5,47.3,0,0,0,,0,0,19.1,11.4,190.8,1027.2,58.6,9.9,258.9,22.4,9,,2017-03-17T07:44:51,2017-03-17T19:47:10,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-18,70.3,53.8,61.8,70.3,53.8,61.8,47.1,60.6,0.12,100,12.5,rain,0,0,25.3,16.8,254,1021.2,61.8,9.6,169.1,14.7,7,,2017-03-18T07:43:30,2017-03-18T19:47:56,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-19,62.4,41.9,52.8,62.4,36.1,50.8,29.3,42.1,0,0,0,,0,0,30.1,17.1,326.7,1023,7,9.9,279.9,24.1,9,,2017-03-19T07:42:09,2017-03-19T19:48:42,0.7,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-20,76.3,41.4,57.4,76.3,38.9,57,36,47.5,0,0,0,,0,0,,8.5,190.5,1021.8,27.6,9.9,228,19.7,9,,2017-03-20T07:40:48,2017-03-20T19:49:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-21,85.1,57.9,70.9,84.1,57.9,70.7,53.8,56.9,0.13,100,8.33,rain,0,0,47.7,17.1,239,1015.6,25.1,9.8,166.3,14.4,6,,2017-03-21T07:39:27,2017-03-21T19:50:13,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-22,66.1,54.2,59.7,66.1,54.2,59.7,46.6,65.2,0,0,0,,0,0,,14.2,313.7,1019.4,24.5,9.8,174.9,15,6,,2017-03-22T07:38:05,2017-03-22T19:50:59,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-23,64,50.1,56.9,64,50.1,56.9,33.9,42.1,0,0,0,,0,0,23.6,14.3,100,1028.2,60.8,9.8,256,22.1,9,,2017-03-23T07:36:44,2017-03-23T19:51:44,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-24,72.2,55.2,63.7,72.2,55.2,63.7,44.8,51,0,0,0,,0,0,21.6,13.2,132.4,1028.1,72.6,9.9,225.4,19.5,9,,2017-03-24T07:35:23,2017-03-24T19:52:29,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-25,74.2,56.4,66.6,74.2,56.4,66.6,50,56.6,0,0,0,,0,0,24.2,14.4,139.3,1022.2,44.8,9.9,171.8,14.9,6,,2017-03-25T07:34:02,2017-03-25T19:53:14,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-26,77.7,56.8,67.1,77.7,56.8,67.1,55.2,68.8,0.35,100,20.83,rain,0,0,23,14.3,182.5,1018.1,59.7,8.9,254.4,21.9,9,,2017-03-26T07:32:40,2017-03-26T19:53:59,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-27,76.3,57,67.1,76.3,57,67.1,55.7,69.1,0,0,0,,0,0,18.8,10.7,198.5,1016.3,46.1,9.2,117,10,5,,2017-03-27T07:31:19,2017-03-27T19:54:44,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-28,79.3,61.6,69.1,79.3,61.6,69.1,58.8,72,0.11,100,12.5,rain,0,0,31.1,11.5,275.7,1014.2,55.9,9.8,249,21.4,9,,2017-03-28T07:29:58,2017-03-28T19:55:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-29,82.8,56.8,69.8,82,56.8,69.7,54.5,61.4,0,0,0,,0,0,,6.7,150.4,1015.5,29,9.5,227.2,19.6,8,,2017-03-29T07:28:37,2017-03-29T19:56:14,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-30,81.2,61,70.7,80.1,61,70.6,54.5,60.1,0.07,100,8.33,rain,0,0,29.6,16.8,156.2,1012.2,40.1,9.5,158,13.7,8,,2017-03-30T07:27:17,2017-03-30T19:56:59,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-03-31,72.2,60.7,64.9,72.2,60.7,64.9,50.2,62.2,0.27,100,20.83,rain,0,0,32.2,17,257.9,1008.8,40.6,9.6,285.8,24.8,9,,2017-03-31T07:25:56,2017-03-31T19:57:44,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-01,75.4,51.7,63.4,75.4,51.7,63.4,45.8,55,0,0,0,,0,0,21.9,12.9,315.8,1016.2,4,9.9,298.1,25.9,10,,2017-04-01T07:24:36,2017-04-01T19:58:28,0.12,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-02,81.9,50.8,66.5,80.3,50.8,66.3,45.8,50.7,0,0,0,,0,0,18.3,9.9,126.6,1017.2,13.7,9.9,282.6,24.4,9,,2017-04-02T07:23:16,2017-04-02T19:59:13,0.18,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-03,70.7,59,65.3,70.7,59,65.3,57.7,77.5,0.59,100,29.17,rain,0,0,33.7,22.6,179.8,1009.9,58.4,9.1,91.6,7.9,3,,2017-04-03T07:21:56,2017-04-03T19:59:58,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-04,81.7,60.9,69.7,80.3,60.9,69.6,53.9,62.5,0,0,0,,0,0,23,12.8,248.5,1009.7,30.8,9.7,290.6,25.1,9,,2017-04-04T07:20:37,2017-04-04T20:00:43,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-05,65.6,58.2,62.2,65.6,58.2,62.2,57.9,86.2,3.01,100,54.17,rain,0,0,32.2,12.7,138.5,1008.6,66.6,7.6,138.6,11.8,6,,2017-04-05T07:19:18,2017-04-05T20:01:27,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-06,61.6,49.3,53.3,61.6,44.7,53,37.9,56.4,0.08,100,8.33,rain,0,0,38.3,24.1,274.5,1010.3,63.9,9.9,268.2,23.3,9,,2017-04-06T07:17:59,2017-04-06T20:02:12,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-07,63.1,44.6,53,63.1,39.2,51.1,30.8,44.9,0,0,0,,0,0,32.3,20.6,294.6,1016.5,9.1,9.9,313.7,27.3,10,,2017-04-07T07:16:41,2017-04-07T20:02:57,0.43,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-08,70.1,39.5,54.9,70.1,36.1,54,27.4,39,0,0,0,,0,0,16.1,7.9,318,1018.9,10.1,9.9,306.1,26.5,10,,2017-04-08T07:15:23,2017-04-08T20:03:42,0.46,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-09,76.3,41.4,60.2,76.3,41.4,60.2,33.8,43.8,0,0,0,,0,0,,7.9,110.8,1020.4,14,9.9,311.2,26.9,10,,2017-04-09T07:14:05,2017-04-09T20:04:27,0.48,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-10,78.9,49,64.6,78.9,49,64.6,44,50.4,0,0,0,,0,0,17.2,8.3,136.5,1023.3,17.8,9.9,307.3,26.6,10,,2017-04-10T07:12:48,2017-04-10T20:05:12,0.5,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-11,79.3,54.7,67.3,79.3,54.7,67.3,50.1,57.1,0,0,0,,0,0,,6.5,211.6,1023.5,28.2,9.9,285,24.7,9,,2017-04-11T07:11:32,2017-04-11T20:05:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-12,78.6,59,67.8,78.6,59,67.8,53.5,62.2,0.01,100,4.17,rain,0,0,17.2,6.9,167.2,1023,37.7,9.8,222.9,19.4,8,,2017-04-12T07:10:16,2017-04-12T20:06:42,0.51,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-13,82.2,57.4,69.4,81,57.4,69.2,53.7,61.2,0,0,0,,0,0,,8.2,113,1023.2,20.4,9.7,280.6,24.3,9,,2017-04-13T07:09:00,2017-04-13T20:07:27,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-14,81.2,58.6,69.9,80.5,58.6,69.8,54.7,61.7,0,0,0,,0,0,,8.9,172.8,1023.7,36.2,9.6,289.7,25,9,,2017-04-14T07:07:46,2017-04-14T20:08:12,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-15,80.2,58.6,69.7,79.7,58.6,69.7,54.1,61.3,0,0,0,,0,0,23.7,12.6,141.4,1024.7,34.2,9.9,299.4,25.9,10,,2017-04-15T07:06:31,2017-04-15T20:08:58,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-16,80,59.8,70.4,79.8,59.8,70.3,54.8,59.9,0,0,0,,0,0,22.8,10.9,190.1,1022.6,24.6,9.9,235,20.3,7,,2017-04-16T07:05:18,2017-04-16T20:09:43,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-17,77.5,59.3,68.9,77.5,59.3,68.9,58.9,71.5,0.04,100,4.17,rain,0,0,17.2,8.1,222,1019,49,9.8,237.5,20.4,9,,2017-04-17T07:04:05,2017-04-17T20:10:28,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-18,78.3,61.2,69.7,78.3,61.2,69.7,61.3,75.8,0.13,100,4.17,rain,0,0,33.6,14,63.5,1020.3,48.1,9.8,232.1,20.1,8,,2017-04-18T07:02:53,2017-04-18T20:11:14,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-19,78,62.6,69.1,78,62.6,69.1,61.9,79.3,0.01,100,4.17,rain,0,0,,9.7,90,1023.4,75.2,9.5,252.2,21.7,8,,2017-04-19T07:01:41,2017-04-19T20:12:00,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-20,82.7,63.7,71.2,82.7,63.7,71.2,62.8,77.1,0.04,100,4.17,rain,0,0,17.2,10.3,167.2,1020.6,57.8,9.4,261.2,22.7,9,,2017-04-20T07:00:31,2017-04-20T20:12:45,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-21,83.9,63,73.8,83.4,63,73.9,60.8,67.3,0,0,0,,0,0,19.7,10.6,222.5,1015,31.7,9.1,279.5,23.9,9,,2017-04-21T06:59:21,2017-04-21T20:13:31,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-22,81.2,61.7,72.3,80.6,61.7,72.2,56.5,60.4,0,0,0,,0,0,24.2,14.1,233.5,1011.6,20.4,9.9,297.3,25.6,9,,2017-04-22T06:58:12,2017-04-22T20:14:17,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-23,67.6,55.2,62.5,67.6,55.2,62.5,58.9,88.1,0.68,100,37.5,rain,0,0,33.3,13.2,143,1008.9,76.2,8.7,137.2,11.8,5,,2017-04-23T06:57:04,2017-04-23T20:15:02,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-24,65.4,52.6,57.4,65.4,52.6,57.4,54.2,89.4,0.05,100,20.83,rain,0,0,17.2,11.2,172.6,1007.4,85.6,7.9,159.8,13.9,6,,2017-04-24T06:55:56,2017-04-24T20:15:48,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-25,76.5,56.9,65.7,76.5,56.9,65.7,56.6,74.6,0,0,0,,0,0,19.7,12.9,292,1007,35.5,9.9,327,28.2,10,,2017-04-25T06:54:50,2017-04-25T20:16:34,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-26,80.7,55.4,68.7,80.9,55.4,68.7,56.6,68.5,0,0,0,,0,0,16.1,12.5,207.5,1008.2,12,9.8,324.4,27.9,10,,2017-04-26T06:53:44,2017-04-26T20:17:20,1,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-27,79.5,64.9,71,79.5,64.9,71,63.8,78.7,0.01,100,4.17,rain,0,0,24.3,14.5,193.2,1008.5,58.8,9.5,202.2,17.5,6,,2017-04-27T06:52:40,2017-04-27T20:18:06,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KFTY,72219013874,72219503888,72219653863,KATL,KPDK"
atlanta,2017-04-28,83.7,66.2,74.8,85.8,66.2,75.4,66.5,77.8,0,0,0,,0,0,21.9,11.1,203.8,1015,64.7,7.2,274.5,23.7,9,,2017-04-28T06:51:36,2017-04-28T20:18:52,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-29,86,68,77.7,88.7,68,78.7,66.6,70.6,0,0,0,,0,0,21.3,12.9,150.6,1018.2,42.2,9.5,192.2,16.7,7,,2017-04-29T06:50:33,2017-04-29T20:19:38,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-04-30,82.5,69.5,75,83.6,69.5,75.3,65.5,73.7,0,0,0,,0,0,23,15,165.3,1016.9,55.6,9.6,307.8,26.5,9,,2017-04-30T06:49:32,2017-04-30T20:20:25,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-01,74.9,64,70,74.9,64,70,55,62.7,0.13,100,16.67,rain,0,0,30.4,16.6,208.7,1011.9,47.2,9.5,245.7,21,10,,2017-05-01T06:48:31,2017-05-01T20:21:11,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-02,79.1,49.8,65.4,79.1,49.8,65.4,41.1,45.2,0,0,0,,0,0,23.8,14.3,282.5,1015.5,0.9,9.9,345.3,29.8,10,,2017-05-02T06:47:32,2017-05-02T20:21:57,0.22,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-03,83,52.6,69.8,80.8,52.6,69.3,46.5,47.7,0,0,0,,0,0,20.8,10.8,193.7,1016,16.7,9.9,327.8,28.3,10,,2017-05-03T06:46:33,2017-05-03T20:22:43,0.27,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-04,73.2,59.9,65.2,73.2,59.9,65.2,58.2,81,0.74,100,50,rain,0,0,33.5,16,165.3,1008,71.9,8,87.4,7.4,3,,2017-05-04T06:45:36,2017-05-04T20:23:29,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-05,57.7,48.8,51.8,57.7,44.1,50.6,48.7,89.6,0.08,100,25,rain,0,0,26.6,15,243.5,1002.5,76.7,8.9,207.7,17.7,7,,2017-05-05T06:44:40,2017-05-05T20:24:15,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-06,72.4,46.1,58.6,72.4,42.5,56.8,43.9,62.3,0,0,0,,0,0,31.7,18.1,286.5,1008,39.8,9.9,345.9,30,10,,2017-05-06T06:43:45,2017-05-06T20:25:01,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-07,69.9,48.7,60,69.9,48,59.9,41.7,56,0,0,0,,0,0,22.8,12.9,319.6,1014.9,23.7,9.9,351.6,30.3,10,,2017-05-07T06:42:51,2017-05-07T20:25:46,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-08,77.9,47.9,63.7,77.9,47.9,63.7,46.4,57.1,0,0,0,,0,0,23.9,13.9,294,1017.8,3.9,9.9,343.5,29.7,10,,2017-05-08T06:41:59,2017-05-08T20:26:32,0.47,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-09,84.8,56.6,71.6,83.2,56.6,71.1,53.3,56,0,0,0,,0,0,20,13.1,287.1,1016.8,8,9.9,338.2,29,10,,2017-05-09T06:41:08,2017-05-09T20:27:18,0.49,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-10,85.7,60.4,74.1,85.4,60.4,74.1,58.1,59.8,0,0,0,,0,0,19.7,10.8,283,1016.5,7.5,9.9,337.3,29,10,,2017-05-10T06:40:18,2017-05-10T20:28:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-11,85.3,64.2,75.3,84.7,64.2,75.3,60.4,62.1,0,0,0,,0,0,21.9,14.1,268.9,1013.8,22.3,9.8,277.7,24,9,,2017-05-11T06:39:29,2017-05-11T20:28:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-12,81.7,64,71.4,82.2,64,71.5,62.7,75.9,0.11,100,4.17,rain,0,0,33.9,11.9,237.2,1009.4,40,9.6,194.3,16.8,8,,2017-05-12T06:38:42,2017-05-12T20:29:33,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-13,76.7,62.2,69.2,76.7,62.2,69.2,60.9,76.1,0.03,100,8.33,rain,0,0,20.8,11.6,234.4,1007.7,50.7,9.7,237.2,20.5,9,,2017-05-13T06:37:56,2017-05-13T20:30:18,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-14,83,58,70.1,81.6,58,69.9,54.1,60.6,0,0,0,,0,0,,8.3,91.9,1013.7,5.8,9.8,346.3,30.2,10,,2017-05-14T06:37:11,2017-05-14T20:31:03,0.56,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-15,87.4,59.2,74.1,85.7,59.2,73.8,57.3,59.7,0,0,0,,0,0,,6.7,275.6,1015.1,6.5,9.9,347.6,30.2,10,,2017-05-15T06:36:28,2017-05-15T20:31:47,0.59,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-16,89.2,62.6,77.4,87.4,62.6,77,59.2,57.7,0,0,0,,0,0,16.9,9.6,167,1016.5,8.7,9.8,348.9,30.3,10,,2017-05-16T06:35:46,2017-05-16T20:32:31,0.63,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-17,88.5,64.2,77.7,87,64.2,77.5,59.3,55.7,0,0,0,,0,0,20.7,11.7,150.5,1017,17,9.9,334,28.8,10,,2017-05-17T06:35:05,2017-05-17T20:33:15,0.68,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-18,87.6,70.9,79.4,89,70.9,80.3,64.9,62.7,0,0,0,,0,0,,7.8,147.6,1017.6,61.2,9.9,269.6,23.1,9,,2017-05-18T06:34:26,2017-05-18T20:33:58,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-19,88.7,71,79.8,89.8,71,80.4,64,59.9,0,0,0,,0,0,,9.9,136.4,1017.5,43.4,9.9,277.1,24,9,,2017-05-19T06:33:49,2017-05-19T20:34:41,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-20,85.5,67,75.5,89,67,76.6,66.3,74.3,0.12,100,8.33,rain,0,0,44.9,18.2,114.9,1017.8,33,9.8,199.8,17.2,7,,2017-05-20T06:33:13,2017-05-20T20:35:24,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-21,81.4,68,73.2,83.9,68,73.6,67.4,83.4,0.85,100,50,rain,0,0,29.9,13.9,213.7,1018,66,8.6,168,14.6,7,,2017-05-21T06:32:38,2017-05-21T20:36:06,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-22,77.4,68.1,71.4,77.4,68.1,71.4,67.9,89,0.23,100,33.33,rain,0,0,,7.6,184.4,1016,52,9,160,13.8,7,,2017-05-22T06:32:05,2017-05-22T20:36:48,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-23,73.6,64.9,69,73.6,64.9,69,65.7,89.9,0.97,100,66.67,rain,0,0,,9.8,213.2,1008.4,71.5,7.4,93.4,8.1,3,,2017-05-23T06:31:33,2017-05-23T20:37:29,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-24,78.1,62.1,69,78.1,62.1,69,60.6,76.9,0.07,100,16.67,rain,0,0,30.3,16.4,220.6,1000.7,72.3,9.5,301.4,26,8,,2017-05-24T06:31:03,2017-05-24T20:38:10,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-25,72.1,56.6,63.9,72.1,56.6,63.9,52,67.6,0.02,100,4.17,rain,0,0,24.7,16.4,266.1,1006.6,52.2,9.9,346.3,29.9,10,,2017-05-25T06:30:35,2017-05-25T20:38:50,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-26,83.6,55.1,69.9,83.5,55.1,69.9,55.9,63.7,0,0,0,,0,0,18.7,10.8,263.3,1015.2,10,9.9,349.7,30,10,,2017-05-26T06:30:08,2017-05-26T20:39:30,0,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-27,83.4,65.2,74.6,86.1,65.2,75.3,64.7,72.6,0,0,0,,0,0,24.2,13.2,215.8,1015.4,34.5,9.9,298.2,25.7,8,,2017-05-27T06:29:42,2017-05-27T20:40:09,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-28,84,64.8,74.6,87,64.8,75.3,66.1,76.3,0.35,100,16.67,rain,0,0,43.8,13.8,223.8,1013.1,44,9.9,200.1,17.3,6,,2017-05-28T06:29:18,2017-05-28T20:40:47,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-29,83,68.9,73.6,85.8,68.9,74,67,80.6,0.33,100,12.5,rain,0,0,36.7,10.7,220.7,1015.4,41.9,9.4,184.7,16.1,8,,2017-05-29T06:28:56,2017-05-29T20:41:25,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2017-05-30,74.5,67.1,69.9,74.5,67.1,69.9,66.9,90.3,0.22,100,25,rain,0,0,,10,254.4,1018.9,53.8,9.5,183.5,15.8,7,,2017-05-30T06:28:35,2017-05-30T20:42:02,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
